Producto,Marca,Modelo,CalificaciÃ³n,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones -VERDE,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Muy bueno,bueno,NEU,['bueno'],0,NEU
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones -VERDE,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Muy buena,buen,NEU,['buen'],2,NEU
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,4 de 5 estrellas.,hace 16 dÃ­as,"el color y el tamaÃ±o, genial",color tamaÃ±o genial,POS,"['color', 'tamaÃ±o', 'genial']",2,POS
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,"En la descripciÃ³n se indica que incluye cargador sin embargo no es asÃ­,  solo viene el cable usb.",descripciÃ³n indicar incluir cargador embargo asÃ­ solo venir cable usb,NEU,"['descripciÃ³n', 'indicar', 'incluir', 'cargador', 'embargo', 'asÃ­', 'solo', 'venir', 'cable', 'usb']",1,NEG
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,4 de 5 estrellas.,hace 12 dÃ­as,Me ofrecÃ­an en la web con cargador y me mandaron solo el cable.,ofrecer web cargador mandar solo cable,NEU,"['ofrecer', 'web', 'cargador', 'mandar', 'solo', 'cable']",1,NEU
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,5 de 5 estrellas.,hace 20 dÃ­as,Es igual a la foto e buena calidad ..nuy agusto cpn el producto,igual foto buen calidad nuy agusto cpn producto,NEU,"['igual', 'foto', 'buen', 'calidad', 'nuy', 'agusto', 'cpn', 'producto']",2,NEU
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,4 de 5 estrellas.,hace 22 dÃ­as,"Todo bien, solo que no biene con el cargador. Solo cable.",bien solo bienir cargador solo cable,NEU,"['bien', 'solo', 'bienir', 'cargador', 'solo', 'cable']",1,NEG
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,4 de 5 estrellas.,hace 8 meses,Se corresponde a la descripcion,corresponder descripcion,NEU,"['corresponder', 'descripcion']",2,NEU
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,Es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
Samsung Galaxy A24 4Gb 128Gb Negro,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Es de buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace 16 dÃ­as,"Facil, sencillo, accesible.",facil sencillo accesible,POS,"['facil', 'sencillo', 'accesible']",0,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace 11 meses,"Es bueno, rÃ¡pido, buena cÃ¡mara",bueno rÃ¡pido buen cÃ¡mara,POS,"['bueno', 'rÃ¡pido', 'buen', 'cÃ¡mara']",0,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,"Me gusto mucho el modelo del equipo , su camara y su buena calidad que tiene, la nitidez de las fotos, muy buena",gusto modelo equipo camarar buen calidad nitidez foto buen,POS,"['gusto', 'modelo', 'equipo', 'camarar', 'buen', 'calidad', 'nitidez', 'foto', 'buen']",2,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,1 de 5 estrellas.,hace un aÃ±o,"No me gustÃ³, calienta mucho y ademÃ¡s estÃ¡s en una aplicaciÃ³n y se cierra solo",gustar calienta ademÃ¡s aplicaciÃ³n cerrar solo,NEG,"['gustar', 'calienta', 'ademÃ¡s', 'aplicaciÃ³n', 'cerrar', 'solo']",1,NEG
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,4 de 5 estrellas.,hace un aÃ±o,"Me fue bien, su tamaÃ±o es perfecto y el modelo es tal cual la foto, su cÃ¡mara es buena, tienen buen sonido y su baterÃ­a  dura por mucho tiempo.",bien tamaÃ±o perfecto modelo tal foto cÃ¡maro buen buen sonido bateer duro tiempo,POS,"['bien', 'tamaÃ±o', 'perfecto', 'modelo', 'tal', 'foto', 'cÃ¡maro', 'buen', 'buen', 'sonido', 'bateer', 'duro', 'tiempo']",2,POS
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,1 de 5 estrellas.,hace 7 meses,Q es 2 chipMuy  malo ese selular  el segundo chip no se puede conectar,chipmuy malo selular segundo chip poder conectar,NEG,"['chipmuy', 'malo', 'selular', 'segundo', 'chip', 'poder', 'conectar']",1,NEG
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,4 de 5 estrellas.,hace un aÃ±o,"Es la mima a como muestra en la foto, la calidad es buena sin quejas.",mimo muestra foto calidad buen queja,POS,"['mimo', 'muestra', 'foto', 'calidad', 'buen', 'queja']",2,NEG
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,3 de 5 estrellas.,hace 11 meses,Se pone lento un poco cuando presionas o mueves con el dedo,poner lento presiona muev dedo,NEU,"['poner', 'lento', 'presiona', 'muev', 'dedo']",1,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,"Tiene bonito diseÃ±o , suber moderno y color mate",bonito diseÃ±o suber  moderno color mate,POS,"['bonito', 'diseÃ±o', 'suber', 'moderno', 'color', 'mate']",2,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 dÃ­as,Es igual a la foto. Buena calidad,igual foto buen calidad,POS,"['igual', 'foto', 'buen', 'calidad']",2,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Es ligero, modelo elegante",ligero modelo elegante,POS,"['ligero', 'modelo', 'elegante']",1,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,Si es igual a la foto,igual foto,NEU,"['igual', 'foto']",2,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 meses,Buena experiencia,buen experiencia,POS,"['buen', 'experiencia']",2,NEU
MOTO E22i 2GB64GB COLOR GRIS,Desconocida,Desconocido,5 de 5 estrellas.,hace un aÃ±o,SÃºper Lindo!! ??,sÃºper lindo,NEU,"['sÃºper', 'lindo']",0,NEU
Celular Honor X6a 4GB 128GB,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 meses,Es un celular de gama media pero de fÃ¡cil uso y elegante que puede ser muy Ãºtil a personas que son amantes de las redes y guardar sus historias diarias por su buena capacidad de memorias,celular gamar medio fÃ¡cil uso elegante poder ser Ãºtil persona amante red guardar historia diario buen capacidad memoria,POS,"['celular', 'gamar', 'medio', 'fÃ¡cil', 'uso', 'elegante', 'poder', 'ser', 'Ãºtil', 'persona', 'amante', 'red', 'guardar', 'historia', 'diario', 'buen', 'capacidad', 'memoria']",1,NEU
Celular Honor X6a 4GB 128GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Tiene lo que necesito a un precio que me puedo permitir,necesitar precio poder permitir,NEU,"['necesitar', 'precio', 'poder', 'permitir']",1,NEU
Celular Honor X6a 4GB 128GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"Es un buen celular para el precio, para ser de gama baja cumple las expectativas, lo compre para mi esposo por que no queria tener un celular muy caro.",buen celular precio ser gama bajo cumplir expectativa compre esposo queria tener celular caro,NEU,"['buen', 'celular', 'precio', 'ser', 'gama', 'bajo', 'cumplir', 'expectativa', 'compre', 'esposo', 'queria', 'tener', 'celular', 'caro']",1,NEG
Celular Honor X6a 4GB 128GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"AdquirÃ­ este smartphone HONOR para un familiar que lo utilizarÃ­a para tomar fotos, jugar y usar las redes sociales, tiene una buena baterÃ­a.",adquirÃ­ smartphonir honor familiar utilizar tomar foto jugar usar red social buen baterÃ­a,POS,"['adquirÃ­', 'smartphonir', 'honor', 'familiar', 'utilizar', 'tomar', 'foto', 'jugar', 'usar', 'red', 'social', 'buen', 'baterÃ­a']",1,POS
Celular Honor X6a 4GB 128GB,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,Carga rÃ¡pido y demora en agotarse,carga rÃ¡pido demora agotar Ã©l,NEU,"['carga', 'rÃ¡pido', 'demora', 'agotar']",1,NEU
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 9 dÃ­as,su cÃ¡mara es buena.  la velocidad de transmisiÃ³n es rÃ¡pida.  estoy feliz con la compra,cÃ¡mar buen velocidad transmisiÃ³n rÃ¡pido feliz compra,POS,"['cÃ¡mar', 'buen', 'velocidad', 'transmisiÃ³n', 'rÃ¡pido', 'feliz', 'compra']",0,NEU
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Cumple las expectativas en cuanto a volumen, conexion y fluidez. Viene con un cable para cargar. El unico punto mas o menos en contra, es que no viene con un cargador que se adquiere por separado, pero es compatible con cualquier cargador. Por lo demas si es rapido.",cumplir expectativa cuanto volumen conexion fluidez venir cable cargar unico punto mas menos venir cargador adquirir separado compatible cualquiera cargador dema rapido,NEU,"['cumplir', 'expectativa', 'cuanto', 'volumen', 'conexion', 'fluidez', 'venir', 'cable', 'cargar', 'unico', 'punto', 'mas', 'menos', 'venir', 'cargador', 'adquirir', 'separado', 'compatible', 'cualquiera', 'cargador', 'dema', 'rapido']",1,NEG
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,"ME GUSTÃ, TAL CUAL AL DE LA FOTO, BONITO DISEÃO, BUEN CELULAR",gustar tal foto bonito diseÃ±o buen celular,POS,"['gustar', 'tal', 'foto', 'bonito', 'diseÃ±o', 'buen', 'celular']",2,NEU
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 dÃ­as,"CumpliÃ³ con mis expectativas, sus 8Gb de Ram y su procesador son suficientes para que no se lagee el celular, puedo tener varias pestaÃ±as abiertas y corre a toda mÃ¡quina.",cumplir expectativa ram procesador suficiente lagee celular poder tener varios pestaÃ±a abierto correr todo mÃ¡quina,NEU,"['cumplir', 'expectativa', 'ram', 'procesador', 'suficiente', 'lagee', 'celular', 'poder', 'tener', 'varios', 'pestaÃ±a', 'abierto', 'correr', 'mÃ¡quina']",1,NEG
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,Lo mejor es la baterÃ­a,mejor baterÃ­a,NEU,"['mejor', 'baterÃ­a']",1,NEU
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 dÃ­as,"Cumple muy bien para su rango de precio, yo lo uso como telÃ©fono corporativo y me funciona de maravilla.",cumplir bien ranguir precio uso telÃ©fono corporativo funcionar maravillo,POS,"['cumplir', 'bien', 'ranguir', 'precio', 'uso', 'telÃ©fono', 'corporativo', 'funcionar', 'maravillo']",0,NEU
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace 20 dÃ­as,el mejor precio a comparacion de otras tiendas,mejor precio comparacion tienda,NEU,"['mejor', 'precio', 'comparacion', 'tienda']",1,NEU
Celular Samsung Galaxy A25 8GB RAM 256GB,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,todo ok,,POS,[],0,POS
Celular Galaxy A35 8GB RAM 256GB + cargador,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 dÃ­as,De acuerdo a sus caracterÃ­sticas es lo que se esperaba,acuerdo caracterÃ­stico esperar,NEG,"['acuerdo', 'caracterÃ­stico', 'esperar']",2,NEU
Celular Galaxy A35 8GB RAM 256GB + cargador,Desconocida,Desconocido,3 de 5 estrellas.,hace 15 dÃ­as,El producto es perfecto en color textura y calidad,producto perfecto color texturo calidad,POS,"['producto', 'perfecto', 'color', 'texturo', 'calidad']",2,POS
Celular Galaxy A35 8GB RAM 256GB + cargador,Desconocida,Desconocido,4 de 5 estrellas.,hace 20 dÃ­as,Es un buen producto. LlegÃ³ en el tiempo indicado,buen producto llegar tiempo indicado,POS,"['buen', 'producto', 'llegar', 'tiempo', 'indicado']",0,NEU
Smartphone Moto G24 4+256 Gris,Desconocida,Desconocido,2 de 5 estrellas.,hace 3 dÃ­as,"Este ha sido un regalo, y le llego un mensaje del operador, ""El IMEI de este equipo ha sido clonado"" acercarse a las oficinas , y ahora no tengo como obtener la boleta, si no tengo los datos",ser regalo llego mensaje operador imei equipo ser clonar acercar Ã©l oficina ahora obtener boleta dato,NEU,"['ser', 'regalo', 'llego', 'mensaje', 'operador', 'imei', 'equipo', 'ser', 'clonar', 'acercar', 'oficina', 'ahora', 'obtener', 'boleta', 'dato']",0,POS
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,3 de 5 estrellas.,hace 4 meses,"El producto llegÃ³ bien como mencionÃ© pero al momento de usarlo la baterÃ­a se baja rÃ¡pido , ya que cuenta con una baterÃ­a de 5000 ES RARO , quizÃ¡s es falla de fabrica o no lo sÃ© , pero eso es lo Ãºnico que me deja a poner 3 estrellas",producto llegar bien mencionÃ© momento usar Ã©l baterÃ­a bajo rÃ¡pido contar baterÃ­a raro quizÃ¡s falla fabrico Ãºnico dejar poner estrella,NEU,"['producto', 'llegar', 'bien', 'mencionÃ©', 'momento', 'usar', 'baterÃ­a', 'bajo', 'rÃ¡pido', 'contar', 'baterÃ­a', 'raro', 'quizÃ¡s', 'falla', 'fabrico', 'Ãºnico', 'dejar', 'poner', 'estrella']",1,NEG
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"Es un modelo innovador y de buena calidad, la baterÃ­a me dura mucho mÃ¡s que lo anteriores celulares.",modelo innovador buen calidad baterÃ­a duro anterior celular,POS,"['modelo', 'innovador', 'buen', 'calidad', 'baterÃ­a', 'duro', 'anterior', 'celular']",1,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"LOS CONTROLES DE SEGURIDAD, CREO QUE SON LOS APROPIADOS PARA BLOQUEAR EL EQUIPO",control seguridad creer apropiado bloquear equipo,NEU,"['control', 'seguridad', 'creer', 'apropiado', 'bloquear', 'equipo']",0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace 6 meses,Hasta el momento todo ok. Buen tamaÃ±o de pantalla que fue mi principal interÃ©s,momento buen tamaÃ±o pantalla principal interÃ©s,NEU,"['momento', 'buen', 'tamaÃ±o', 'pantalla', 'principal', 'interÃ©s']",1,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Bello como expresar se ve hermoso el celular es rÃ¡pido,bello expresar hermoso celular rÃ¡pido,POS,"['bello', 'expresar', 'hermoso', 'celular', 'rÃ¡pido']",1,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Es bueno y es idÃ©ntico al que describen en la foto,bueno idÃ©ntico describar foto,NEU,"['bueno', 'idÃ©ntico', 'describar', 'foto']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,Es de buena calidad e igual a la foto,buen calidad igual foto,POS,"['buen', 'calidad', 'igual', 'foto']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,Buena relaciÃ³n calidad precio,buen relaciÃ³n calidad precio,POS,"['buen', 'relaciÃ³n', 'calidad', 'precio']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,LLEGO SIN DEFECTOS TODO OK.,llego defecto,NEU,"['llego', 'defecto']",0,NEG
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 dÃ­as,Bueno,bueno,NEU,['bueno'],0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,2 de 5 estrellas.,hace 2 meses,"Es igual a la foto, tiene una buena cÃ¡mara, pero su memoria RAM deja mucho que desear. Abres mÃ¡s de cuatro aplicaciones y se cierran automÃ¡ticamente. Creo que por ese costÃ³ puedo adquirir un Samsung con una mejor capacidad.",igual foto buen cÃ¡mara memorio ram dejar desear abr cuatro aplicaciÃ³n cerrar automÃ¡ticamente creer costar poder adquirir samsung mejor capacidad,NEU,"['igual', 'foto', 'buen', 'cÃ¡mara', 'memorio', 'ram', 'dejar', 'desear', 'abr', 'cuatro', 'aplicaciÃ³n', 'cerrar', 'automÃ¡ticamente', 'creer', 'costar', 'poder', 'adquirir', 'samsung', 'mejor', 'capacidad']",1,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace 3 meses,"Casi todo bien como en descripciÃ³n, pero ranura no es doble SIM solo tiene para 1 SIM y la memoria expandible.",casi bien descripciÃ³n ranuro doble sim solo sim memorio expandible,NEU,"['casi', 'bien', 'descripciÃ³n', 'ranuro', 'doble', 'sim', 'solo', 'sim', 'memorio', 'expandible']",1,NEG
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,"De buena calidad y me alegra que sea igual que la foto, el celular funcionÃ³ bien",buen calidad alegrar igual foto celular funcionar bien,POS,"['buen', 'calidad', 'alegrar', 'igual', 'foto', 'celular', 'funcionar', 'bien']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,"El producto es igual al de la foto, con las especificaciones indicadas, hasta el momento todo bien.",producto igual foto especificaciÃ³n indicado momento bien,NEU,"['producto', 'igual', 'foto', 'especificaciÃ³n', 'indicado', 'momento', 'bien']",0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 4 meses,Buen calidad hasta el momento tiene muy buena funciÃ³nes esperando tenga buen tiempo de duraciÃ³n,buen calidad momento buen funciÃ³n esperar buen tiempo duraciÃ³n,POS,"['buen', 'calidad', 'momento', 'buen', 'funciÃ³n', 'esperar', 'buen', 'tiempo', 'duraciÃ³n']",0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 12 dÃ­as,"Muy buena, el tamaÃ±o correspondiente, el modelo igual, el color y la capacidad del equipo",buen tamaÃ±o correspondiente modelo igual color capacidad equipo,NEU,"['buen', 'tamaÃ±o', 'correspondiente', 'modelo', 'igual', 'color', 'capacidad', 'equipo']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"El tamaÃ±o es el correcto e igual a la foto y muy buena calidad, colorido y nÃ­tido",tamaÃ±o correcto igual foto buen calidad colorido nÃ­tido,POS,"['tamaÃ±o', 'correcto', 'igual', 'foto', 'buen', 'calidad', 'colorido', 'nÃ­tido']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Buen equipo para ser gama entrada  vino todo sellado como indica la publicaciÃ³n,buen equipo ser gamo entrado venir sellado indicar publicaciÃ³n,NEU,"['buen', 'equipo', 'ser', 'gamo', 'entrado', 'venir', 'sellado', 'indicar', 'publicaciÃ³n']",1,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,"Igual a la imagen, no me ha decepcionado. Gracias por ofrecer un buen producto.",igual imagen decepcionado gracias ofrecer buen producto,NEG,"['igual', 'imagen', 'decepcionado', 'gracias', 'ofrecer', 'buen', 'producto']",2,NEG
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Buen producto, llego en buen estado tal cual las especificaciones",buen producto llego buen tal especificaciÃ³n,POS,"['buen', 'producto', 'llego', 'buen', 'tal', 'especificaciÃ³n']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,"Buen producto, llego en buen estado tal cual las especificaciones",buen producto llego buen tal especificaciÃ³n,POS,"['buen', 'producto', 'llego', 'buen', 'tal', 'especificaciÃ³n']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Si corresponde a la  foto referencial .....y es buena calidad,corresponder foto referencial buen calidad,NEU,"['corresponder', 'foto', 'referencial', 'buen', 'calidad']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace un mes,La marca me gusta mucho cumple con mis expectativas.,marca gustar cumplir expectativa,POS,"['marca', 'gustar', 'cumplir', 'expectativa']",0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,El producto llego en buen estado y el dÃ­a pactado,producto llego buen dÃ­a pactado,POS,"['producto', 'llego', 'buen', 'dÃ­a', 'pactado']",0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Es tal cual la imagen y pantalla nÃ­tida y amplia,tal imagen pantalla nÃ­tido amplio,NEU,"['tal', 'imagen', 'pantalla', 'nÃ­tido', 'amplio']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 20 dÃ­as,Me gusto el tamaÃ±o la camarra y su grosor,gusto tamaÃ±o camarra grosor,NEU,"['gusto', 'tamaÃ±o', 'camarra', 'grosor']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,Todo fue tal cual la foto. Buen producto,tal foto buen producto,POS,"['tal', 'foto', 'buen', 'producto']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace un mes,SÃ­ es de buena calidad y muy cÃ³modo,buen calidad cÃ³modo,POS,"['buen', 'calidad', 'cÃ³modo']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,El telÃ©fono es igual a la foto,telÃ©fono igual foto,NEU,"['telÃ©fono', 'igual', 'foto']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 meses,"DiseÃ±o moderno, buena cÃ¡mara.",diseÃ±o moderno buen cÃ¡mara,POS,"['diseÃ±o', 'moderno', 'buen', 'cÃ¡mara']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Bueno bonito y barato,bueno bonito barato,POS,"['bueno', 'bonito', 'barato']",0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace 5 meses,Muy buen producto,buen producto,POS,"['buen', 'producto']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace 14 dÃ­as,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,Buena calidad,buen calidad,POS,"['buen', 'calidad']",2,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Todo perfecto,perfecto,NEU,['perfecto'],2,POS
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 5 meses,BuenoIgual,buenoigual,NEU,['buenoigual'],1,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Muy bueno,bueno,NEU,['bueno'],0,NEU
REDMI 12 5G 128GB ROM 4GB RAM SKY BLUE,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,Perfecto,perfecto,NEU,['perfecto'],2,POS
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones  -Amber,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Alta velocidad y calidad de foto.Posee todo lo que nesecitaba, muy buen producto.",alto velocidad calidad fotoposee nesecitar buen producto,NEU,"['alto', 'velocidad', 'calidad', 'fotoposee', 'nesecitar', 'buen', 'producto']",2,NEU
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones  -Amber,Desconocida,Desconocido,4 de 5 estrellas.,hace 4 meses,"El equipo estÃ¡ en Ã³ptimas condiciones y funciona okEl Ãºnico detalle que estÃ¡ presentando es la falla del cabezal del cargador, que no funciona, y no carga",equipo Ã³ptimo condiciÃ³n funcionar okel Ãºnico detalle presentar fallo cabezal cargador funcionar cargo,NEU,"['equipo', 'Ã³ptimo', 'condiciÃ³n', 'funcionar', 'okel', 'Ãºnico', 'detalle', 'presentar', 'fallo', 'cabezal', 'cargador', 'funcionar', 'cargo']",0,NEG
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones  -Amber,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Me encantÃ³, llegÃ³ en muy buen estado, tal cual como lo describen y llegÃ³ mucho antes del tiempo establecido",encantar llegar buen tal describen llegar tiempo establecido,NEU,"['encantar', 'llegar', 'buen', 'tal', 'describen', 'llegar', 'tiempo', 'establecido']",0,NEU
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones  -Amber,Desconocida,Desconocido,3 de 5 estrellas.,hace 4 meses,"El producto tiene bonito diseÃ±o y buen almacenamiento, en mi caso llego sin  su cargador de la marca y demoraba demasiado en cargar luego m percatÃ³ el cargador es de la marca Huawei, es la primera vez q tengo esta experiencia con un producto asii!!!!!!",producto bonito diseÃ±o buen almacenamiento caso llego cargador marca demorar demasiado cargar luego percatar cargador marca huawei primero vez experiencia producto asii,NEU,"['producto', 'bonito', 'diseÃ±o', 'buen', 'almacenamiento', 'caso', 'llego', 'cargador', 'marca', 'demorar', 'demasiado', 'cargar', 'luego', 'percatar', 'cargador', 'marca', 'huawei', 'primero', 'vez', 'experiencia', 'producto', 'asii']",1,NEG
HONOR 50 5G 8GB 256GB NTH-NX9 Smartphones  -Amber,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"Muy bien productoEl tamaÃ±o corresponde ,la calidad es muy buenaY tiene un bonito diseÃ±o.",bien productoel tamaÃ±o corresponder calidad buenay bonito diseÃ±o,POS,"['bien', 'productoel', 'tamaÃ±o', 'corresponder', 'calidad', 'buenay', 'bonito', 'diseÃ±o']",2,NEU
