Producto	Marca	Modelo	Calificación	Fecha	Texto	texto_limpio	sentimiento	tokens	dominant_topic
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 11 meses	Excelente celular	excelente celular	POS	['excelente', 'celular']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 11 meses	De buena calidad	buen calidad	POS	['buen', 'calidad']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 4 meses	Buena, excelente atención por parte del grupo Falabella	buen excelente atención parte grupo falabella	POS	['buen', 'excelente', 'atención', 'parte', 'grupo', 'falabella']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 meses	El rendimiento es increíble, la cámara es excelente y la batería dura todo el día. El diseño también es muy elegante y resistente.	rendimiento increíble cámara excelente batería duro día diseño elegante resistente	POS	['rendimiento', 'increíble', 'cámara', 'excelente', 'batería', 'duro', 'día', 'diseño', 'elegante', 'resistente']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 8 meses	Producto bastante completo, cumple con todo lo ofrecido. Excelente modelo para entrar en todo el ecosistema, al principio puede ser un poco complicado, pero es bastante fácil y intuitivo adaptarse. 128Gb bastan para el uso normal, en lo personal lo ocupo mucho para trabajo y un poco para fotos, nada de juegos. La batería de momento (mas de 1 mes de uso) me dura todo el día y un poco mas. De mas esta decir su cámara, la cual es genial y tiene un monto de personalización	producto bastante completo cumple ofrecido excelente modelo entrar ecosistema principio poder ser complicar bastante fácil intuitivo adaptar él bastar uso normal personal ocupo trabajo foto juegos bateer momento mas mes uso duro día mas mas decir cámara genial monto personalización	POS	['producto', 'bastante', 'completo', 'cumple', 'ofrecido', 'excelente', 'modelo', 'entrar', 'ecosistema', 'principio', 'poder', 'ser', 'complicar', 'bastante', 'fácil', 'intuitivo', 'adaptar', 'bastar', 'uso', 'normal', 'personal', 'ocupo', 'trabajo', 'foto', 'juegos', 'bateer', 'momento', 'mas', 'mes', 'uso', 'duro', 'día', 'mas', 'mas', 'decir', 'cámara', 'genial', 'monto', 'personalización']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 6 meses	Igual a la fotografía, color lindo! y excelente procesador	igual fotografía color lindo excelente procesador	POS	['igual', 'fotografía', 'color', 'lindo', 'excelente', 'procesador']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 5 meses	Excelente calidad, lo que se podría esperar de un iPhone	excelente calidad poder esperar iphone	POS	['excelente', 'calidad', 'poder', 'esperar', 'iphone']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 6 meses	Muy bien ,  llegó en buen estado ,buena calidad de fotos	bien llegar buen buen calidad foto	POS	['bien', 'llegar', 'buen', 'buen', 'calidad', 'foto']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	4 de 5 estrellas.	hace 11 meses	Toma buenas fotos	tomar buena foto	POS	['tomar', 'buena', 'foto']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 9 meses	Todo ok		POS	[]	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	El tamaño del equipo es perfecto considerando que lo utilizo normalmente en los bolsillos traseros del pantalón. La capacidad de almacenaje es muy buena ya que puedo guardar una gran cantidad de fotos y videos sin saturarlo. Pese a que mantengo una gran cantidad de aplicaciones abiertas al mismo tiempo, el equipo funciona bastante rápido y sin pausas. La cámara funciona muy bien y las fotos son excelentes.	tamaño equipo perfecto considerar utilizo normalmente bolsillo trasero pantalón capacidad almacenaje buen poder guardar gran cantidad foto video saturar él pese mantengo gran cantidad aplicación abierto mismo tiempo equipo funcionar bastante rápido pausa cámaro funcionar bien foto excelente	POS	['tamaño', 'equipo', 'perfecto', 'considerar', 'utilizo', 'normalmente', 'bolsillo', 'trasero', 'pantalón', 'capacidad', 'almacenaje', 'buen', 'poder', 'guardar', 'gran', 'cantidad', 'foto', 'video', 'saturar', 'pese', 'mantengo', 'gran', 'cantidad', 'aplicación', 'abierto', 'mismo', 'tiempo', 'equipo', 'funcionar', 'bastante', 'rápido', 'pausa', 'cámaro', 'funcionar', 'bien', 'foto', 'excelente']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Un excelente producto, con las mejores condiciones. Lo pedí en azul marino y me quedó super elegante.	excelente producto mejor condición pedí azul marino quedar super elegante	POS	['excelente', 'producto', 'mejor', 'condición', 'pedí', 'azul', 'marino', 'quedar', 'super', 'elegante']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 5 meses	El pedido llego en buen estado, sellado y rápido, es completamente nuevo. Ya llevo usándolo unos días y sinceramente me gusta mucho, las fotos también salen muy bien, estoy feliz con este equipo	pedido llego buen sellado rápido completamente nuevo llevar usándolo día sinceramente gustar foto salir bien feliz equipo	POS	['pedido', 'llego', 'buen', 'sellado', 'rápido', 'completamente', 'nuevo', 'llevar', 'usándolo', 'día', 'sinceramente', 'gustar', 'foto', 'salir', 'bien', 'feliz', 'equipo']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Muy buena calidad, tal cual las fotos y lo que elegí. Es mi primer iPhone, vengo de Android de toda la vida, quedé fascinado. La cámara trasera y frontal son buenísimas, los parlantes muy buenos, me sorprendieron para bien. El tamaño para mí al menos, es perfecto, por eso también existe la versión mini para quien lo prefiera, sin duda lo recomiendo, producto de muy buena calidad.	buen calidad tal foto elegí primero iphone venir android todo vida quedé fascinado cámara trasero frontal buenísima parlant buen sorprender bien tamaño menos perfecto existir versión mini preferir duda recomeir producto buen calidad	POS	['buen', 'calidad', 'tal', 'foto', 'elegí', 'primero', 'iphone', 'venir', 'android', 'vida', 'quedé', 'fascinado', 'cámara', 'trasero', 'frontal', 'buenísima', 'parlant', 'buen', 'sorprender', 'bien', 'tamaño', 'menos', 'perfecto', 'existir', 'versión', 'mini', 'preferir', 'duda', 'recomeir', 'producto', 'buen', 'calidad']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	Es un excelente teléfono, lo compré para mi polola de regalo y la calidad es excepcional. El sistema operativo es muy bueno, no se pega nunca, la calidad general del teléfono es premium, pantalla excelente para juegos y contenido multimedia y las cámaras de lo mejor del mercado, sensores muy buenos que dan fotos con una excelente nitidez y colores vivos. Recomendado al 100%.	excelente teléfono comprar polola regalo calidad excepcional sistema operativo bueno pegar nunca calidad general teléfono premium pantalla excelente juegos contenido multimedia cámara mejor mercado sensor buen dar foto excelente nitidez color vivo recomendado	POS	['excelente', 'teléfono', 'comprar', 'polola', 'regalo', 'calidad', 'excepcional', 'sistema', 'operativo', 'bueno', 'pegar', 'nunca', 'calidad', 'general', 'teléfono', 'premium', 'pantalla', 'excelente', 'juegos', 'contenido', 'multimedia', 'cámara', 'mejor', 'mercado', 'sensor', 'buen', 'dar', 'foto', 'excelente', 'nitidez', 'color', 'vivo', 'recomendado']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Buen bueno y elegante	buen bueno elegante	POS	['buen', 'bueno', 'elegante']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 10 meses	Excelente pantalla Oled, nítida y muy bien iluminada, teléfono robusto de piezas premium. Cámara para fotos decente, para grabar vídeos es una maravilla, compatible con Dolby atmos y Dolby vision. O sea, sonido hi fi e imagen profesional. La batería es duradera, Apple ha mejorado harto en ese aspecto.	excelente pantalla oled nítido bien iluminado teléfono robusto pieza premium cámar foto decente grabar vídeo maravillo compatible dolby atmos dolby vision sonido imagen profesional bateer duradero apple mejorado harto aspecto	POS	['excelente', 'pantalla', 'oled', 'nítido', 'bien', 'iluminado', 'teléfono', 'robusto', 'pieza', 'premium', 'cámar', 'foto', 'decente', 'grabar', 'vídeo', 'maravillo', 'compatible', 'dolby', 'atmos', 'dolby', 'vision', 'sonido', 'imagen', 'profesional', 'bateer', 'duradero', 'apple', 'mejorado', 'harto', 'aspecto']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	El tamaño y peso son cómodos. Varias herramientas útiles para organizarse, buena cámara incluso en ambientes bien oscuros. Buen procesador, los juegos me han funcionado sin problemas. La batería dura lo suficiente para el día. Además tiene un diseño muy lindo, estoy contenta con la compra.	tamaño peso cómodo varios herramienta útil organizar él buen cámara incluso ambiente bien oscuro buen procesador juegos funcionado problema bateer duro suficiente día además diseño lindo contentar compra	POS	['tamaño', 'peso', 'cómodo', 'varios', 'herramienta', 'útil', 'organizar', 'buen', 'cámara', 'incluso', 'ambiente', 'bien', 'oscuro', 'buen', 'procesador', 'juegos', 'funcionado', 'problema', 'bateer', 'duro', 'suficiente', 'día', 'además', 'diseño', 'lindo', 'contentar', 'compra']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	El iphone 13 es excelente, rapido, buen tamaño, excelente cámara con alta definición, cumplió mis expectativas. El color rosa es como pastel pero es hermosoo!! Lo ame!! Buena duración de batería, facil de manejar, reconocimiento facil incluso con la mascarilla, feliz con mi compra ??	iphonar excelente rapido buen tamaño excelente cámara alto definición cumplir expectativa color rosa pastel hermosoo ame buen duración bateer facil manejar reconocimiento facil incluso mascarilla feliz compra	POS	['iphonar', 'excelente', 'rapido', 'buen', 'tamaño', 'excelente', 'cámara', 'alto', 'definición', 'cumplir', 'expectativa', 'color', 'rosa', 'pastel', 'hermosoo', 'ame', 'buen', 'duración', 'bateer', 'facil', 'manejar', 'reconocimiento', 'facil', 'incluso', 'mascarilla', 'feliz', 'compra']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	Muy buen equipo, iPhone casi siempre salen muy buenos, este en particular tiene buena memoria, peso, pantalla, cámara, estaba además en un muy buen descuento, no alcancé la primera vez pero vi que cada cierto tiempo lanzan la promoción y conviene mucho, sobretodo con CMR.	buen equipo iphonar casi siempre salir buen particular buen memoria peso pantalla cámar además buen descuento alcancé primero vez cada cierto tiempo lanzar promoción convenir sobretodo cmr	POS	['buen', 'equipo', 'iphonar', 'casi', 'siempre', 'salir', 'buen', 'particular', 'buen', 'memoria', 'peso', 'pantalla', 'cámar', 'además', 'buen', 'descuento', 'alcancé', 'primero', 'vez', 'cada', 'cierto', 'tiempo', 'lanzar', 'promoción', 'convenir', 'sobretodo', 'cmr']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Llegó el día acordado y el repartidor me sugirió abrirlo de inmediato para mi tranquilidad y la de él. Todo venía en perfecto estado. El teléfono es muy rápido y fácil de usar. La cámara muy nítida y viene también para grabar en modo cine, los videos quedan geniales.	llegar día acordado repartidor sugerir abrir él inmediato tranquilidad venir perfecto teléfono rápido fácil usar cámara nítido venir grabar modo cine video quedar genial	POS	['llegar', 'día', 'acordado', 'repartidor', 'sugerir', 'abrir', 'inmediato', 'tranquilidad', 'venir', 'perfecto', 'teléfono', 'rápido', 'fácil', 'usar', 'cámara', 'nítido', 'venir', 'grabar', 'modo', 'cine', 'video', 'quedar', 'genial']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	Es primera vez que compro un iPhone y la verdad estoy muy contenta con haberlo hecho, llevo más de una semana usándolo y ningún problema, la batería dura bastante para el uso que le doy, además, de que tienen gran capacidad de memoria y calidad fotográfica muy buena	primero vez compro iphonar verdad contentar haber él hacer llevo semana usándolo ninguno problema bateer duro bastante uso dar además gran capacidad memorio calidad fotográfico buen	POS	['primero', 'vez', 'compro', 'iphonar', 'verdad', 'contentar', 'haber', 'hacer', 'llevo', 'semana', 'usándolo', 'ninguno', 'problema', 'bateer', 'duro', 'bastante', 'uso', 'dar', 'además', 'gran', 'capacidad', 'memorio', 'calidad', 'fotográfico', 'buen']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	BUEN PRODUCTO ES MUY RÁPIDO, LIVIANO Y FÁCIL DE USAR TENIA MIEDO DE NO ADAPTARME PORQUE SIEMPRE MANEJE ANDROID  PERO ES SENCILLO Y TIENE UNA PANTALLA INCREÍBLE. LO RETIRE EN TIENDA  FALABELLA RESPONSABLE CON LOS PLAZOS ESTABLECIDOS, SUPER CONFORME CON LA COMPRA.	buen producto rápido liviano fácil usar tenia miedo adaptarme siempre manejar android sencillo pantalla increíble retire tienda falabella responsable plazo establecido super conforme compra	POS	['buen', 'producto', 'rápido', 'liviano', 'fácil', 'usar', 'tenia', 'miedo', 'adaptarme', 'siempre', 'manejar', 'android', 'sencillo', 'pantalla', 'increíble', 'retire', 'tienda', 'falabella', 'responsable', 'plazo', 'establecido', 'super', 'conforme', 'compra']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	El teléfono cumplió ampliamente mis expectativas, ya que es rápido, cómodo para usar y con la memoria suficiente para mis necesidades. Tiene un acabado elegante y un tamaño justo. La infinidad de aplicaciones lo hace ser adaptable para cualquier persona.	teléfono cumplir ampliamente expectativa rápido cómodo usar memoria suficiente necesidad acabado elegante tamaño justo infinidad aplicación hacer ser adaptable cualquiera persona	POS	['teléfono', 'cumplir', 'ampliamente', 'expectativa', 'rápido', 'cómodo', 'usar', 'memoria', 'suficiente', 'necesidad', 'acabado', 'elegante', 'tamaño', 'justo', 'infinidad', 'aplicación', 'hacer', 'ser', 'adaptable', 'cualquiera', 'persona']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	El producto lo compre con descuento en la tienda anda bien se siente muy bien fue un salto del 8 al 13 así que se nota la diferencia lo único al sacarlo en cuotas (6) me subió como 80.000 más de lo que me costo pero en fin el producto  Anda súper bien	producto compre descuento tienda anda bien bien saltar así noto diferenciar único sacar él cuota subir costo fin producto anda súper bien	POS	['producto', 'compre', 'descuento', 'tienda', 'anda', 'bien', 'bien', 'saltar', 'así', 'noto', 'diferenciar', 'único', 'sacar', 'cuota', 'subir', 'costo', 'fin', 'producto', 'anda', 'súper', 'bien']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 8 meses	El Iphone 13  es un equipo  excelente, rápido para procesar  información, para abrir documentos,  para  interactuar con  las Apps, tiene excelente audio y en esta versión las fotografías han sido mejoradas.   Feliz con mi renovación de  equipo.	iphone equipo excelente rápido procesar información abrir documento interactuar apps excelente audio versión fotografía sido mejorar feliz renovación equipo	POS	['iphone', 'equipo', 'excelente', 'rápido', 'procesar', 'información', 'abrir', 'documento', 'interactuar', 'apps', 'excelente', 'audio', 'versión', 'fotografía', 'sido', 'mejorar', 'feliz', 'renovación', 'equipo']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	El celular es increíble, es muy rápido, tecnología increíble, el diseño es impecable y tiene opciones nuevas que lo hacen muy útil como el modo cine, la batería dura demasiado y ahorra energía, añadiendo que lo entregan con garantía, excelente	celular increíble rápido tecnología increíble diseño impecable opción nuevo hacer útil modo cine batería duro demasiado ahorra energío añadir entregar garantía excelente	POS	['celular', 'increíble', 'rápido', 'tecnología', 'increíble', 'diseño', 'impecable', 'opción', 'nuevo', 'hacer', 'útil', 'modo', 'cine', 'batería', 'duro', 'demasiado', 'ahorra', 'energío', 'añadir', 'entregar', 'garantía', 'excelente']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	El dispositivo sin duda cumple con un rendimiento excelente y por sobretodo batería y cámara excepcional, me ha ayudado bastante en mi trabajo sobretodo por este último punto. En lo que se refiere a la entrega fue bastante rápida y expedita	dispositivo dudar cumplir rendimiento excelente sobretodo bateer cámara excepcional ayudado bastante trabajo sobretodo último punto referir entrega bastante rápido expedito	POS	['dispositivo', 'dudar', 'cumplir', 'rendimiento', 'excelente', 'sobretodo', 'bateer', 'cámara', 'excepcional', 'ayudado', 'bastante', 'trabajo', 'sobretodo', 'último', 'punto', 'referir', 'entrega', 'bastante', 'rápido', 'expedito']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	En estos momentos es una muy buena opción, la verdad funciona muy bien, la batería dura un montón, se desenvuelve muy rápido entre aplicaciones, aprovecha el 5G, el uso de esim y el Face ID es muy cómodo . Muy contento con el celular.	momento buen opción verdad funcionar bien bateer duro montón desenvuelve rápido aplicación aprovechar uso esim facir cómodo contento celular	POS	['momento', 'buen', 'opción', 'verdad', 'funcionar', 'bien', 'bateer', 'duro', 'montón', 'desenvuelve', 'rápido', 'aplicación', 'aprovechar', 'uso', 'esim', 'facir', 'cómodo', 'contento', 'celular']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Cumple las características esperadas, el rendimiento es súper fluido, la cámara es de una resolución súper definida en este producto, y su diseño da una imagen de elegancia que lo hace aún más completo. Excelente Compra.	cumplir característica esperado rendimiento súper fluido cámar resolución súper definido producto diseño imagen elegancio hacer aún completo excelente compra	POS	['cumplir', 'característica', 'esperado', 'rendimiento', 'súper', 'fluido', 'cámar', 'resolución', 'súper', 'definido', 'producto', 'diseño', 'imagen', 'elegancio', 'hacer', 'aún', 'completo', 'excelente', 'compra']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	Yo pase de un iPhone XR al 13 y se nota bastante la diferencia, las camara saca fotos de muy buena calidad, la carga me dura todo el día y el tamaño es perfecto, ni muy grande, ni muy chico y viene con bastante memoria	pase iphonar nota bastante diferencia camar sacar foto buen calidad carga duro día tamaño perfecto grande chico venir bastante memorio	POS	['pase', 'iphonar', 'nota', 'bastante', 'diferencia', 'camar', 'sacar', 'foto', 'buen', 'calidad', 'carga', 'duro', 'día', 'tamaño', 'perfecto', 'grande', 'chico', 'venir', 'bastante', 'memorio']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	iPhone como siempre es lo mejor en teléfonos de calidad. Rápido. Resistente. Suave para tocar la pantalla. Software avanzado en todo sentido, muy intuitivo para usar. Seguridad anti rastreadores de internet. Perfecto.	iphonar siempre mejor teléfono calidad rápido resistente suave tocar pantalla software avanzado intuitivo usar seguridad anti rastreador internet perfecto	POS	['iphonar', 'siempre', 'mejor', 'teléfono', 'calidad', 'rápido', 'resistente', 'suave', 'tocar', 'pantalla', 'software', 'avanzado', 'intuitivo', 'usar', 'seguridad', 'anti', 'rastreador', 'internet', 'perfecto']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Excelente imagen, dura bastante la batería, el color es hermoso. Aproveché las 10 cuotas precio contado, además en falabella estaba a un bajo precio comparado con otras tiendas, según características del producto.	excelente imagen duro bastante bateer color hermoso aproveché cuota precio contado además falabella bajo precio comparado tienda según característica producto	POS	['excelente', 'imagen', 'duro', 'bastante', 'bateer', 'color', 'hermoso', 'aproveché', 'cuota', 'precio', 'contado', 'además', 'falabella', 'bajo', 'precio', 'comparado', 'tienda', 'según', 'característica', 'producto']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Me encanto el telefono, la estetica y los materiales con los que esta construido son muy buenos, amplia variedad de colores. En cuanto al sofware sigo eligiendo IOS ya que a mi parecer es mas fluido que android	encanto telefono estetico material construido buen amplio variedad color cuanto sofware seguir elegir io parecer mas fluido android	POS	['encanto', 'telefono', 'estetico', 'material', 'construido', 'buen', 'amplio', 'variedad', 'color', 'cuanto', 'sofware', 'seguir', 'elegir', 'io', 'parecer', 'mas', 'fluido', 'android']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	4 de 5 estrellas.	hace 2 años	Me encanto el color de la parte posterior del celular, incluso es mas bonito de como se ve en la pagina, tamaño super cómodo,es igual como lo describen, y lo mas genial es que la batería dura mas de 24 horas...	encanto color parte posterior celular incluso mas bonito pagina tamaño super cómodo igual describir mas genial batería duro mas hora	POS	['encanto', 'color', 'parte', 'posterior', 'celular', 'incluso', 'mas', 'bonito', 'pagina', 'tamaño', 'super', 'cómodo', 'igual', 'describir', 'mas', 'genial', 'batería', 'duro', 'mas', 'hora']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Hacía poco había tenido la oportunidad de tener un iPhone 11, pero este realmente lo superó por mucho. Es increíble el salto de calidad en todo aspecto, especialmente en la cámara y batería. Lo recomiendo 100%	hacer oportunidad tener iphone realmente superar increíble salto calidad aspecto especialmente cámara batería recomeir	POS	['hacer', 'oportunidad', 'tener', 'iphone', 'realmente', 'superar', 'increíble', 'salto', 'calidad', 'aspecto', 'especialmente', 'cámara', 'batería', 'recomeir']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 6 meses	Mi experiencia con mi Iphone es genial,excelente camara,muy comodo al usarlo y hermoso esteticamente,recomendable al 100%,por precio y calidad solo Falabella me dio laposibilidad de temer este fabuloso equipo.	experiencia iphonar genialexcelente camaramuy comodo usar él hermoso esteticamenterecomendable precio calidad solo falabella dar laposibilidad temer fabuloso equipo	POS	['experiencia', 'iphonar', 'genialexcelente', 'camaramuy', 'comodo', 'usar', 'hermoso', 'esteticamenterecomendable', 'precio', 'calidad', 'solo', 'falabella', 'dar', 'laposibilidad', 'temer', 'fabuloso', 'equipo']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 6 meses	El celular es hermoso y de buena calidad, la cámara excelente, me encanta todo, a pesar de que demoraron en la entrega del producto y me senti un poco disgustada pero respecto al equipo hasta ahora todo bien	celular hermoso buen calidad cámaro excelente encanto pesar demorar entrega producto senti disgustado respecto equipo ahora bien	POS	['celular', 'hermoso', 'buen', 'calidad', 'cámaro', 'excelente', 'encanto', 'pesar', 'demorar', 'entrega', 'producto', 'senti', 'disgustado', 'respecto', 'equipo', 'ahora', 'bien']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace un año	Es un celular muy bonito, del tamaño Justo. Sus funciones depende obviamente para lo que necesites . Yo como diseñadora lo encuentro perfecto. Organizo mi agenda, busco diseños, saca increíbles fotos.	celular bonito tamaño justo función depender obviamente necesit diseñadoro encontrar perfecto organizo agenda buscar diseño sacar increíble foto	POS	['celular', 'bonito', 'tamaño', 'justo', 'función', 'depender', 'obviamente', 'necesit', 'diseñadoro', 'encontrar', 'perfecto', 'organizo', 'agenda', 'buscar', 'diseño', 'sacar', 'increíble', 'foto']	0
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	El tamaño es perfecto, su color es igual a la fotografía y cumple con todas las características descritas en el producto.Me encanto completamente!!!Su cámara es demasiado bueno Lo recomiendo!!!	tamaño perfecto color igual fotografía cumplir todo característica descrito productome encanto completamentesu cámar demasiado bueno recomeir	POS	['tamaño', 'perfecto', 'color', 'igual', 'fotografía', 'cumplir', 'característica', 'descrito', 'productome', 'encanto', 'completamentesu', 'cámar', 'demasiado', 'bueno', 'recomeir']	2
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Iphone 13 tienen una tremenda cámara, buen tamaño y este lo compramos en una tienda física de Falabella pero por internet (un vendedor nos ayudo) con una super oferta con la tarjeta Falabella.	iphonar tremendo cámara buen tamaño comprar tienda físico falabella internet vendedor ayudo super oferta tarjeto falabella	POS	['iphonar', 'tremendo', 'cámara', 'buen', 'tamaño', 'comprar', 'tienda', 'físico', 'falabella', 'internet', 'vendedor', 'ayudo', 'super', 'oferta', 'tarjeto', 'falabella']	1
Celular Apple Iphone 13 128gb	Desconocida	Desconocido	5 de 5 estrellas.	hace 2 años	Me encanta mi celular, lo compré hace algunos meses y es genial, fotos excelentes, muy nítidas, videos de buena calidad, lo uso para el trabajo y en general no hay muchos virus para iphone	encantar celular compré hacer mes genial foto excelente nítida video buen calidad uso trabajo general virus iphonar	POS	['encantar', 'celular', 'compré', 'hacer', 'mes', 'genial', 'foto', 'excelente', 'nítida', 'video', 'buen', 'calidad', 'uso', 'trabajo', 'general', 'virus', 'iphonar']	1
